#IC86events[1/year]	sigpSI[pb]	sigpSD[pb]	sig*v[cm^3/s]	mdm[GeV]	DM[Fermion|Scalar]
1.0085e-08 1.7851e-13 0.0000e+00 4.8778e-26 1.9915e+03 S
8.1753e-12 2.0216e-13 3.0479e-09 6.9744e-33 1.0157e+02 F
1.5303e-11 4.7839e-15 6.4972e-12 7.6051e-27 1.1662e+03 F
7.5452e-04 9.2727e-12 8.2354e-07 7.7728e-30 1.0805e+02 F
7.9788e-30 8.5766e-18 6.3996e-18 1.7088e-39 4.0610e+02 F
3.6540e+01 7.0356e-09 2.1921e-03 3.9565e-28 7.6193e+01 F
1.7201e+01 3.1407e-09 1.8571e-04 1.2542e-26 1.7860e+02 F
2.7301e-04 1.7892e-11 2.5053e-08 8.6899e-27 1.0919e+03 F
1.3252e+01 1.7241e-09 9.3576e-05 2.3431e-26 3.7244e+02 F
2.8977e-08 3.2057e-13 0.0000e+00 4.6332e-26 2.0437e+03 S
2.9082e+01 1.0367e-08 1.6508e-03 2.9773e-28 7.8764e+01 F
5.0116e+02 2.0404e-08 1.5467e-03 3.9510e-27 1.5687e+02 F
6.7930e-11 8.3246e-15 0.0000e+00 8.2392e-26 1.5297e+03 S
2.2130e-07 7.7919e-13 2.6975e-10 8.7176e-27 1.0884e+03 F
4.2595e-04 1.6360e-11 3.4060e-08 9.5624e-27 1.0373e+03 F
2.2717e+02 1.9577e-08 3.3795e-03 1.0764e-27 9.1541e+01 F
8.7894e+00 6.7814e-09 8.0225e-05 2.1855e-26 5.8417e+02 F
1.1354e+02 1.6954e-08 3.1812e-03 6.5458e-28 9.2384e+01 F
5.2970e-07 1.1132e-12 0.0000e+00 5.6327e-26 1.8552e+03 S
1.0040e-10 8.9641e-15 1.6164e-11 8.8796e-27 1.0785e+03 F
3.5112e+00 7.4407e-10 1.8026e-05 1.3261e-28 1.2686e+02 F
1.1835e-09 3.7512e-11 4.5483e-08 9.3409e-33 1.4994e+02 F
5.1022e-10 3.8832e-14 0.0000e+00 5.0263e-26 1.9619e+03 S
2.2819e-03 1.3629e-10 0.0000e+00 5.1422e-26 2.0964e+03 S
1.5732e-18 2.5114e-18 1.8808e-16 8.5004e-27 1.1025e+03 F
3.6879e+01 5.7920e-10 2.3868e-04 1.2480e-26 9.7808e+01 F
7.7179e-24 5.1118e-22 9.8792e-18 6.9139e-27 1.2236e+03 F
1.8528e-07 7.9423e-13 0.0000e+00 4.7342e-26 2.0243e+03 S
9.9423e+00 2.9298e-08 9.4016e-06 7.1386e-28 1.5743e+02 F
1.1359e-09 5.2532e-14 0.0000e+00 5.5010e-26 1.8753e+03 S
5.0955e-05 1.4643e-11 0.0000e+00 4.5409e-26 2.0806e+03 S
2.3114e+02 1.0170e-08 7.3860e-04 1.1648e-26 1.5697e+02 F
1.5380e-09 7.8927e-14 3.3572e-11 6.9406e-27 1.2211e+03 F
9.3891e-12 2.8284e-15 5.7396e-12 8.0995e-27 1.1297e+03 F
2.1794e-08 1.0035e-13 2.5282e-10 9.5249e-27 1.0409e+03 F
1.6246e+01 3.4637e-09 1.1270e-04 2.2660e-26 2.4556e+02 F
9.5235e-14 4.5683e-13 2.5849e-09 4.7955e-34 1.3947e+02 F
3.8730e+02 1.4563e-08 3.2195e-03 2.4146e-27 9.6746e+01 F
4.8692e-11 2.7757e-15 1.5403e-11 9.2377e-27 1.0572e+03 F
6.2137e+01 2.0289e-09 2.8620e-04 1.8560e-26 1.1210e+02 F
1.1710e+01 8.3323e-09 8.6446e-05 2.2564e-26 4.6050e+02 F
9.5486e+00 9.7159e-09 7.6142e-05 2.0605e-26 5.3505e+02 F
5.9296e-19 1.0821e-19 1.9107e-15 9.5374e-27 1.0403e+03 F
2.5174e-03 1.1828e-10 0.0000e+00 5.7431e-26 1.9506e+03 S
3.3486e-07 5.0326e-13 0.0000e+00 9.5120e-26 1.4237e+03 S
5.6686e+01 2.5108e-08 3.4033e-03 6.1427e-28 7.6075e+01 F
9.1234e-03 3.6330e-10 0.0000e+00 6.2326e-26 2.1429e+03 S
5.3230e-31 5.9466e-19 8.2389e-17 1.8128e-38 2.7819e+02 F
4.6948e-07 1.1701e-12 0.0000e+00 5.0862e-26 1.9533e+03 S
1.8838e-08 1.2908e-13 2.1076e-10 8.9133e-27 1.0763e+03 F
1.7547e+02 1.2570e-08 3.1438e-03 1.2319e-27 8.3904e+01 F
3.9595e+01 7.0926e-09 2.3361e-03 4.2149e-28 7.7008e+01 F
1.6728e-11 9.0436e-16 1.2403e-11 7.7895e-27 1.1522e+03 F
6.8545e+00 2.1643e-08 2.6254e-05 5.7340e-27 2.7320e+02 F
6.6433e+01 7.8374e-10 2.7155e-04 1.4057e-26 1.2029e+02 F
3.2677e+02 3.2947e-08 2.3869e-03 3.2725e-27 9.7355e+01 F
3.5185e+02 1.7682e-08 2.5911e-03 1.6583e-27 1.0257e+02 F
5.0597e+02 6.1034e-09 1.7621e-03 3.6715e-27 1.6578e+02 F
3.4407e+02 1.4800e-08 3.2069e-03 3.4343e-27 9.1312e+01 F
1.3922e+01 2.1849e-09 8.3945e-05 1.7754e-26 2.2730e+02 F
7.0971e-11 1.2994e-14 0.0000e+00 5.5526e-26 1.8661e+03 S
6.8555e+01 8.9248e-09 3.9622e-03 7.1464e-28 7.8042e+01 F
3.1044e-09 5.3823e-14 9.7232e-11 8.2583e-27 1.1187e+03 F
1.2336e+01 8.6421e-09 7.6062e-05 1.6618e-26 2.7413e+02 F
2.3048e-09 7.3746e-14 0.0000e+00 5.5768e-26 1.8625e+03 S
2.7789e+02 1.9716e-08 9.2493e-04 7.7731e-27 1.4691e+02 F
5.3923e-07 4.4663e-13 0.0000e+00 1.3396e-25 1.1967e+03 S
8.8566e-01 2.0848e-10 6.0072e-06 1.4310e-27 3.0102e+02 F
1.3637e+01 3.4489e-09 1.1252e-04 1.8289e-26 2.1194e+02 F
2.9594e-03 5.5191e-11 8.7909e-08 9.3341e-27 1.0495e+03 F
1.2861e+02 6.9883e-09 4.8239e-04 1.6166e-26 1.2728e+02 F
1.3371e+01 1.5738e-10 1.0390e-04 1.8656e-26 2.2381e+02 F
1.7612e-09 8.6194e-14 0.0000e+00 4.2799e-26 2.1279e+03 S
3.7665e+00 2.0064e-08 1.0751e-05 5.3457e-27 6.8611e+02 F
5.1994e-09 6.5192e-14 1.1474e-10 8.9039e-27 1.0770e+03 F
1.0796e-12 3.5117e-16 3.3682e-12 7.0625e-27 1.2105e+03 F
4.0557e+01 7.1357e-09 2.3104e-03 4.1668e-28 7.8654e+01 F
2.1267e+01 3.9447e-09 1.1601e-03 2.0908e-28 8.0886e+01 F
1.0203e-08 1.6045e-13 0.0000e+00 5.4086e-26 1.8917e+03 S
7.2064e-10 4.9630e-14 0.0000e+00 4.7067e-26 2.0278e+03 S
2.1638e+02 1.0836e-08 2.6863e-03 3.9795e-27 8.4265e+01 F
4.1950e+01 8.0940e-09 6.7952e-04 5.5659e-28 8.1335e+01 F
5.6866e-14 3.9680e-16 7.8940e-15 1.0553e-26 9.8851e+02 F
2.4380e-09 5.6021e-14 0.0000e+00 7.3954e-26 1.6157e+03 S
1.3415e-04 1.6016e-11 0.0000e+00 6.7075e-26 1.7056e+03 S
7.4165e-09 3.6868e-13 7.7563e-09 1.9334e-30 3.7359e+02 F
7.0633e-08 5.4442e-13 0.0000e+00 4.2939e-26 2.1235e+03 S
8.0006e+00 1.1686e-09 3.2865e-05 1.2757e-26 2.7849e+02 F
9.8255e-15 1.0453e-16 1.1442e-13 9.5928e-27 1.0373e+03 F
1.4960e-15 2.2024e-15 5.0347e-11 8.4708e-33 2.1622e+02 F
4.6020e-12 1.1885e-16 5.9798e-12 8.9804e-27 1.0724e+03 F
4.1134e-13 8.8009e-16 1.0663e-12 7.1756e-27 1.2009e+03 F
2.2892e-18 1.7959e-18 1.3583e-15 9.8280e-27 1.0247e+03 F
1.1707e+01 9.8892e-09 8.7320e-05 1.4885e-26 2.1756e+02 F
1.4039e+01 1.6565e-09 9.4377e-05 2.2307e-26 3.1823e+02 F
1.6716e+02 1.2277e-08 1.1305e-03 1.3498e-27 1.4858e+02 F
1.3524e+01 1.5772e-08 8.0978e-05 2.0429e-26 3.8463e+02 F
3.4556e-04 3.0288e-11 0.0000e+00 6.1306e-26 1.8102e+03 S
5.7666e+02 1.8905e-09 2.7334e-03 4.0873e-27 1.2278e+02 F
2.2884e-01 1.0555e-09 2.1343e-06 1.0453e-26 1.0079e+03 F
8.5725e-06 1.6532e-12 1.8472e-08 1.0905e-28 1.4699e+02 F
4.6525e-08 3.6678e-13 0.0000e+00 5.0824e-26 1.9508e+03 S
5.5971e-13 4.6351e-16 1.3236e-12 9.6213e-27 1.0357e+03 F
7.6918e-20 6.3421e-20 7.5232e-16 8.5085e-27 1.1020e+03 F
4.2417e-16 4.3722e-19 5.7185e-14 9.1546e-27 1.0621e+03 F
1.0466e-07 7.2570e-13 6.2286e-11 7.5632e-27 1.1687e+03 F
1.2319e-19 6.3674e-19 2.8419e-16 7.5817e-27 1.1680e+03 F
2.2084e-18 4.8815e-15 2.7765e-12 5.8805e-34 2.6340e+02 F
1.7996e-09 6.8889e-14 0.0000e+00 5.2955e-26 1.9110e+03 S
9.3586e-11 1.5666e-14 0.0000e+00 5.3083e-26 1.9088e+03 S
8.3526e-15 4.9433e-17 2.5318e-13 7.3793e-27 1.1840e+03 F
2.1305e+02 8.3987e-09 8.5385e-04 1.5323e-26 1.2271e+02 F
1.0089e-09 4.5455e-14 0.0000e+00 5.9535e-26 1.8017e+03 S
1.1660e-11 5.1053e-15 0.0000e+00 5.7157e-26 1.8391e+03 S
2.1456e-07 5.0493e-13 0.0000e+00 7.7031e-26 1.5836e+03 S
1.4924e+01 6.6958e-10 1.2248e-04 1.8612e-26 2.0266e+02 F
7.5207e-01 5.1559e-09 6.4355e-06 9.8597e-27 1.0781e+03 F
1.4961e-11 6.2899e-15 0.0000e+00 5.2881e-26 1.9125e+03 S
6.3612e-05 8.0994e-12 1.6112e-08 7.6272e-27 1.1682e+03 F
6.1350e+01 1.1707e-08 3.5069e-03 6.3252e-28 7.8475e+01 F
2.0380e-07 8.1140e-13 0.0000e+00 4.8465e-26 2.0007e+03 S
1.3371e+02 2.0443e-08 4.3984e-04 4.3682e-28 1.6405e+02 F
1.7792e-03 9.1590e-11 4.9337e-06 1.8456e-30 1.6969e+02 F
3.4870e+02 1.0193e-08 1.6619e-03 5.9417e-27 1.1238e+02 F
3.8798e+02 1.2055e-08 2.0577e-03 1.1566e-26 1.0639e+02 F
8.1923e+00 7.5906e-09 3.3905e-05 1.5732e-26 3.9396e+02 F
1.6883e-09 2.6811e-14 7.9847e-11 8.9337e-27 1.0751e+03 F
5.2626e-30 1.3611e-17 6.1875e-15 1.2152e-39 1.2794e+02 F
1.5150e+01 2.8277e-09 1.4214e-04 1.5957e-26 1.8873e+02 F
5.4588e-03 3.2492e-11 7.2067e-06 1.7526e-30 1.1969e+02 F
4.4793e+01 8.8561e-09 2.6585e-03 4.7969e-28 7.6713e+01 F
1.0160e-04 2.1792e-11 0.0000e+00 4.4263e-26 2.1315e+03 S
4.0102e+01 2.0590e-08 2.3158e-03 4.1771e-28 7.7947e+01 F
1.1668e+01 2.2007e-09 7.8100e-05 1.6837e-26 2.6905e+02 F
8.0247e-03 1.2204e-10 8.3335e-07 2.2076e-28 5.1224e+02 F
5.3285e-02 2.7769e-10 5.9557e-07 1.0182e-26 1.0104e+03 F
1.4096e-01 6.1619e-10 1.4164e-06 9.8915e-27 1.0103e+03 F
7.1383e-05 9.2747e-12 1.2088e-08 8.7240e-27 1.0894e+03 F
2.6228e-17 2.6119e-18 1.1236e-14 8.8067e-27 1.0830e+03 F
4.8135e-10 5.6043e-15 3.9018e-09 5.2740e-31 1.9765e+02 F
3.7116e-04 6.4314e-12 4.9609e-08 8.8136e-27 1.0859e+03 F
7.4947e-23 1.7439e-20 1.3061e-18 8.4508e-27 1.1058e+03 F
1.6701e+01 2.6056e-09 1.3604e-04 1.8449e-26 1.9448e+02 F
1.7041e+02 1.7454e-09 7.6429e-04 1.7951e-26 1.1453e+02 F
1.6451e-09 7.6604e-14 0.0000e+00 4.6170e-26 2.0474e+03 S
2.0546e-10 5.4843e-15 3.6647e-11 8.3410e-27 1.1131e+03 F
4.0770e-10 3.3009e-14 0.0000e+00 5.2639e-26 1.9173e+03 S
7.9153e+00 4.2321e-08 1.0035e-02 1.9149e-27 1.6727e+01 F
6.5636e-12 4.2691e-15 0.0000e+00 5.1708e-26 1.9341e+03 S
1.4713e-06 8.9272e-13 1.9556e-09 9.6104e-27 1.0363e+03 F
3.0601e+02 7.2764e-09 1.0310e-03 6.6713e-27 1.3752e+02 F
6.8555e-07 1.7329e-12 7.3626e-11 8.3166e-27 1.1132e+03 F
7.8611e-08 4.7262e-13 0.0000e+00 5.1253e-26 1.9426e+03 S
4.1602e-10 1.2747e-14 0.0000e+00 1.2976e-25 1.2164e+03 S
4.8514e-07 5.7478e-13 1.1380e-09 9.1227e-27 1.0637e+03 F
3.1592e-15 1.3758e-15 5.8349e-11 1.3997e-32 3.3293e+02 F
3.1592e-15 1.3758e-15 5.8349e-11 1.3997e-32 3.3293e+02 F
6.9375e-11 7.0747e-13 1.6302e-09 4.4350e-31 7.1240e+02 F
7.4661e-08 3.3123e-13 5.1565e-10 7.1970e-27 1.1990e+03 F
8.4872e+00 1.0949e-08 6.6399e-05 1.7919e-26 5.4506e+02 F
1.1102e-01 1.3582e-09 0.0000e+00 2.6477e-25 1.0128e+03 S
7.3842e-20 5.7253e-19 1.3063e-16 7.3806e-27 1.1839e+03 F
1.1207e+01 2.5571e-09 7.3864e-05 1.7285e-26 3.1129e+02 F
5.0686e-04 4.8492e-11 0.0000e+00 4.8700e-26 2.0482e+03 S
9.0540e-05 1.8605e-11 0.0000e+00 4.8235e-26 2.0340e+03 S
6.8183e-04 7.6601e-11 1.7199e-06 1.5794e-30 1.2180e+02 F
6.9652e-12 5.0826e-15 0.0000e+00 4.5356e-26 2.0660e+03 S
8.2809e-10 4.0552e-14 1.8667e-11 9.5834e-27 1.0377e+03 F
2.6173e+01 3.4805e-09 1.5267e-04 1.6128e-26 1.8023e+02 F
1.0061e+01 2.0514e-09 5.5099e-04 9.9318e-29 8.0673e+01 F
4.2648e+01 4.6717e-09 2.6249e-03 4.7388e-28 7.5000e+01 F
2.1905e-05 4.0597e-12 9.2005e-09 8.1426e-27 1.1267e+03 F
1.2752e-26 3.0044e-17 1.4184e-13 2.5613e-38 1.0998e+02 F
1.8163e-04 2.5652e-11 0.0000e+00 5.0565e-26 1.9788e+03 S
7.6772e-05 1.4923e-12 1.1927e-07 5.2388e-29 3.1713e+02 F
3.3929e-03 1.0110e-10 4.7985e-08 8.7015e-27 1.0836e+03 F
4.7051e+01 1.0406e-08 2.9851e-03 5.3920e-28 7.3664e+01 F
7.5338e-06 4.1583e-12 0.0000e+00 5.7697e-26 1.8366e+03 S
1.5373e+01 5.9662e-09 9.8901e-05 2.1741e-26 2.7613e+02 F
4.0188e+00 7.1536e-10 3.4204e-05 1.0964e-26 5.5621e+02 F
1.4008e-05 6.1190e-12 0.0000e+00 5.4196e-26 1.8989e+03 S
1.4948e+01 3.5918e-09 9.6863e-05 2.2990e-26 3.1237e+02 F
7.1384e-03 3.3862e-10 0.0000e+00 5.4992e-26 2.3520e+03 S
4.0489e+02 1.7489e-08 1.2537e-03 2.5494e-27 1.6092e+02 F
3.8538e+02 1.4676e-08 2.8727e-03 4.8735e-27 9.6053e+01 F
3.3169e-08 2.0872e-13 2.1292e-10 9.1243e-27 1.0637e+03 F
5.9086e+01 1.2545e-08 3.2947e-03 5.9403e-28 7.9731e+01 F
1.6102e-08 1.5339e-13 2.2405e-10 7.4355e-27 1.1793e+03 F
1.9558e+02 6.4284e-09 7.5519e-04 1.6297e-26 1.2597e+02 F
1.5734e+01 7.0234e-09 6.2604e-05 2.3202e-26 2.8202e+02 F
3.0514e-05 6.0568e-12 9.2616e-09 8.0576e-27 1.1331e+03 F
6.5065e-07 6.1467e-13 1.3459e-09 9.3000e-27 1.0537e+03 F
1.2432e+01 2.7429e-09 6.9109e-05 1.7847e-26 2.8353e+02 F
1.9508e+02 1.4153e-08 1.1440e-03 3.3937e-27 1.6324e+02 F
9.9301e+00 1.9183e-08 5.3826e-04 9.7029e-29 8.0494e+01 F
1.8563e+02 2.2017e-08 1.1528e-03 9.0701e-27 9.9603e+01 F
4.3769e+02 1.1146e-08 1.7744e-03 1.0638e-26 1.2228e+02 F
3.3032e+02 1.6254e-08 1.0860e-03 1.6333e-27 1.6664e+02 F
8.1500e+00 7.9607e-09 6.3587e-05 1.6876e-26 5.1290e+02 F
2.7764e+02 2.3832e-08 2.1742e-03 1.6275e-27 9.8764e+01 F
3.6017e-09 5.7991e-14 1.2861e-10 7.3850e-27 1.1827e+03 F
1.4256e-09 6.0715e-14 0.0000e+00 5.3433e-26 1.9024e+03 S
3.5368e-02 3.6689e-10 2.0621e-07 1.0204e-26 1.0140e+03 F
3.2720e-01 1.5841e-10 3.3174e-06 7.7607e-28 3.1239e+02 F
4.0957e-15 4.9179e-18 2.1638e-13 7.5089e-27 1.1737e+03 F
3.9199e-08 3.7875e-13 0.0000e+00 4.5680e-26 2.0584e+03 S
1.1741e-10 1.6039e-14 0.0000e+00 5.7689e-26 1.8305e+03 S
7.1735e-01 1.4166e-10 9.0116e-06 5.4084e-29 1.7098e+02 F
6.7070e-04 3.7133e-11 0.0000e+00 7.2944e-26 1.6470e+03 S
7.0511e-12 3.8472e-14 1.2708e-08 2.2836e-33 1.0290e+02 F
5.9962e+01 1.2080e-08 3.2852e-03 5.9217e-28 8.0650e+01 F
1.1930e-12 1.8831e-14 5.2851e-10 1.4338e-31 6.5676e+02 F
1.2991e-08 2.0972e-13 0.0000e+00 4.7322e-26 2.0234e+03 S
4.6926e-06 3.4863e-12 0.0000e+00 5.4186e-26 1.8908e+03 S
6.8845e-11 1.4437e-12 1.4875e-09 4.1365e-31 9.7891e+02 F
6.7344e+02 3.6061e-09 2.5044e-03 6.2138e-27 1.3128e+02 F
2.6484e-03 1.9251e-10 3.1768e-06 2.0689e-30 1.1404e+02 F
3.4536e-07 1.1228e-12 0.0000e+00 4.5848e-26 2.0549e+03 S
3.4471e-03 1.6986e-10 0.0000e+00 5.2642e-26 2.1237e+03 S
4.8816e-08 1.7218e-13 2.5310e-10 1.1200e-26 9.5912e+02 F
3.7234e+02 2.0825e-08 2.4149e-03 7.8357e-27 9.9234e+01 F
1.1393e-08 1.5252e-13 0.0000e+00 5.9645e-26 1.7999e+03 S
1.5677e+01 5.6885e-09 9.4803e-05 2.2451e-26 2.8787e+02 F
3.3331e-10 4.8522e-15 2.4355e-09 7.7176e-31 3.6070e+02 F
3.9681e-14 9.3196e-20 7.3137e-13 7.1751e-27 1.2008e+03 F
4.7663e+01 6.0733e-08 4.9005e-04 3.8584e-27 8.5145e+01 F
1.5521e-07 7.8323e-13 0.0000e+00 4.4219e-26 2.0952e+03 S
2.1400e-09 3.8615e-14 9.4021e-11 8.0278e-27 1.1348e+03 F
7.6489e-22 3.9106e-15 1.1306e-14 1.4151e-36 1.9234e+02 F
3.7793e-02 5.8777e-10 8.0904e-08 8.3853e-27 1.1163e+03 F
9.3579e-06 6.0018e-12 0.0000e+00 4.5708e-26 2.0704e+03 S
3.8585e+02 1.5593e-08 2.8856e-03 2.6270e-27 9.8934e+01 F
1.6182e-04 2.6485e-11 1.0195e-08 6.9905e-27 1.2113e+03 F
3.5090e-14 1.3584e-16 4.2104e-13 7.9009e-27 1.1440e+03 F
2.5603e-05 8.0012e-12 0.0000e+00 5.6475e-26 1.8622e+03 S
1.3455e+02 3.9636e-09 1.0115e-03 1.1820e-26 9.3457e+01 F
1.7795e-10 1.8928e-14 0.0000e+00 6.0014e-26 1.7948e+03 S
4.0178e-04 4.7226e-11 2.2538e-09 7.6093e-27 1.1557e+03 F
4.5376e+02 7.1460e-09 2.5890e-03 6.1408e-27 1.0489e+02 F
2.4367e-08 3.1833e-13 0.0000e+00 4.3085e-26 2.1198e+03 S
6.1352e-15 2.4504e-18 2.5116e-13 8.0122e-27 1.1359e+03 F
2.4190e-17 3.1078e-15 1.8674e-10 3.3567e-35 1.1165e+02 F
3.3131e-09 8.4100e-14 5.5037e-11 8.4391e-27 1.1065e+03 F
9.7258e+01 1.8359e-09 7.4911e-04 5.7857e-28 9.9287e+01 F
3.3714e-10 2.9089e-14 0.0000e+00 5.4168e-26 1.8894e+03 S
1.0067e-13 4.4566e-16 2.4261e-13 9.2233e-27 1.0581e+03 F
1.9956e+00 3.6166e-09 1.8860e-05 1.2119e-26 8.0364e+02 F
4.3355e-17 1.2530e-17 5.9078e-15 7.1537e-27 1.2027e+03 F
5.1625e+01 1.0257e-08 3.0661e-03 5.5331e-28 7.6673e+01 F
6.6506e+00 7.0370e-10 6.2561e-05 2.4172e-29 1.4162e+02 F
1.2289e+01 7.5826e-09 8.7290e-05 2.3300e-26 4.4426e+02 F
2.9915e+02 1.2639e-08 1.7507e-03 1.1879e-27 1.1730e+02 F
1.7544e-08 2.3442e-13 0.0000e+00 4.8987e-26 1.9872e+03 S
4.3848e-14 1.8896e-18 5.5432e-13 9.6110e-27 1.0363e+03 F
1.1764e-01 6.5246e-10 1.2319e-06 9.3731e-27 1.0710e+03 F
8.5160e-04 6.1125e-11 0.0000e+00 5.2636e-26 1.9725e+03 S
1.6927e-04 1.1963e-11 2.2000e-07 5.4910e-29 3.7739e+02 F
4.2572e+00 5.3753e-09 6.7886e-06 1.5984e-26 2.2400e+02 F
1.5776e-13 1.5911e-16 9.0353e-13 9.0250e-27 1.0697e+03 F
2.9291e-04 1.7802e-11 2.7718e-08 8.5681e-27 1.0971e+03 F
3.1422e+01 3.2469e-08 2.0711e-03 3.7433e-28 7.1720e+01 F
3.9281e-18 3.3925e-18 3.4486e-16 9.7297e-27 1.0299e+03 F
5.6156e-08 4.2798e-13 0.0000e+00 4.8128e-26 2.0050e+03 S
6.1939e-21 8.1005e-16 3.0681e-13 7.6316e-35 3.7278e+02 F
2.3428e+01 1.1709e-08 1.3013e-03 2.3462e-28 7.9842e+01 F
6.7134e-09 1.0733e-13 0.0000e+00 6.4711e-26 1.7282e+03 S
2.9785e-06 3.1481e-12 0.0000e+00 4.8355e-26 2.0067e+03 S
4.8410e+01 1.1762e-08 2.7964e-03 5.0437e-28 7.8032e+01 F
7.6318e-19 2.1538e-18 4.0005e-18 7.2857e-27 1.1917e+03 F
8.8290e-06 5.1261e-12 0.0000e+00 5.1239e-26 1.9462e+03 S
1.5655e-13 4.4470e-16 4.6119e-13 9.2313e-27 1.0576e+03 F
4.5905e-16 2.7716e-18 6.1646e-14 8.4558e-27 1.1055e+03 F
1.0163e+02 8.8328e-09 3.7949e-03 7.6847e-28 8.3781e+01 F
6.4759e+00 9.7566e-12 3.7321e-05 7.2551e-27 2.0462e+02 F
4.2518e+02 2.1578e-08 1.8891e-03 3.2172e-27 1.1853e+02 F
4.7600e+01 8.2848e-10 1.5903e-04 1.8624e-26 1.3816e+02 F
5.6664e-03 5.1933e-11 1.3496e-07 1.0477e-26 9.7173e+02 F
2.7124e-05 5.2794e-12 9.1675e-09 8.1476e-27 1.1280e+03 F
2.4669e-08 2.3095e-13 4.8572e-12 1.1919e-26 9.2936e+02 F
1.3383e+01 1.9605e-10 3.7827e-05 7.0470e-27 1.6686e+02 F
2.2446e-10 1.5500e-14 2.6650e-11 7.9430e-27 1.1409e+03 F
1.6953e+01 7.0356e-09 1.5479e-04 1.9231e-26 1.9306e+02 F
1.5522e-04 8.8149e-12 2.7690e-08 8.1880e-27 1.1215e+03 F
1.0131e-17 1.9390e-14 3.9851e-12 4.7450e-34 1.9132e+02 F
3.2765e-10 2.8289e-14 0.0000e+00 5.4868e-26 1.8777e+03 S
5.2466e-07 1.2806e-12 0.0000e+00 4.9292e-26 1.9844e+03 S
3.8648e-08 7.9206e-14 0.0000e+00 1.9962e-25 9.7808e+02 S
1.8863e+01 6.3378e-08 4.6560e-06 3.4197e-27 2.9175e+02 F
3.2416e+02 1.3383e-08 3.6969e-03 3.4346e-27 8.7065e+01 F
1.5371e+02 1.1829e-08 5.3795e-04 1.0609e-26 1.3583e+02 F
1.5471e-06 1.0395e-12 2.0143e-09 9.1330e-27 1.0634e+03 F
6.2716e+01 2.0470e-09 4.9872e-04 1.1364e-26 9.1759e+01 F
1.9797e-13 8.1041e-16 1.2011e-13 8.9004e-27 1.0773e+03 F
1.0305e+02 2.5687e-09 5.0818e-04 1.6491e-26 1.0872e+02 F
3.7153e-02 1.9554e-10 4.9139e-07 9.7422e-27 1.0185e+03 F
3.5588e-04 3.7149e-11 0.0000e+00 5.2125e-26 1.9642e+03 S
8.8257e-02 5.2306e-10 9.3450e-07 1.1358e-26 1.0792e+03 F
5.7613e+01 3.2193e-09 1.0543e-03 5.5295e-28 8.1319e+01 F
2.3472e-25 2.3459e-17 3.4250e-13 6.8091e-38 1.6650e+02 F
8.0099e+00 2.8990e-10 7.1856e-05 1.9090e-26 5.1601e+02 F
2.8838e-12 2.2164e-14 1.6553e-10 5.0121e-31 2.6834e+02 F
1.1384e-05 5.4395e-12 0.0000e+00 5.4576e-26 1.8855e+03 S
1.7931e-09 6.7275e-14 0.0000e+00 5.4051e-26 1.8921e+03 S
1.1704e-08 2.5219e-15 3.1852e-10 8.6783e-27 1.0909e+03 F
2.2862e-19 2.9204e-20 1.3374e-15 8.9304e-27 1.0754e+03 F
9.2872e-12 5.2717e-15 0.0000e+00 4.9980e-26 1.9678e+03 S
7.5274e-08 4.5884e-13 0.0000e+00 5.1623e-26 1.9356e+03 S
2.1723e-16 1.1167e-17 3.4599e-14 7.5888e-27 1.1675e+03 F
7.9137e-09 1.2546e-13 0.0000e+00 6.0401e-26 1.7893e+03 S
1.5560e-18 3.1070e-15 6.9297e-11 1.2779e-35 1.4062e+02 F
6.6954e+00 2.4083e-08 8.3154e-05 2.3438e-26 9.0751e+02 F
2.1700e-14 2.6923e-16 6.4657e-14 8.4033e-27 1.1089e+03 F
6.8481e-18 3.4100e-18 2.7337e-15 8.8209e-27 1.0821e+03 F
1.9015e-18 2.9687e-19 3.3637e-15 9.3309e-27 1.0519e+03 F
1.6318e-09 4.3918e-14 7.6918e-11 7.5129e-27 1.1733e+03 F
5.3962e-06 3.9976e-12 0.0000e+00 5.1154e-26 1.9523e+03 S
5.4534e+02 7.8179e-09 2.0751e-03 3.8461e-27 1.3232e+02 F
1.0095e-03 1.6601e-11 5.1550e-08 1.1421e-26 9.5139e+02 F
8.4072e+00 1.7784e-08 6.9170e-05 1.9963e-26 6.4222e+02 F
7.0728e+01 1.4959e-08 3.9738e-03 7.1647e-28 7.9341e+01 F
6.3969e-03 6.8450e-11 0.0000e+00 2.1561e-25 9.4693e+02 S
1.9141e-06 1.9715e-12 0.0000e+00 6.0442e-26 1.7917e+03 S
3.2046e-09 6.4346e-14 5.5695e-11 9.7775e-27 1.0273e+03 F
1.0189e-07 4.6219e-13 0.0000e+00 5.8995e-26 1.8098e+03 S
1.0112e+01 4.4079e-08 1.1300e-05 3.0663e-27 2.5433e+02 F
2.3588e-11 7.2838e-15 0.0000e+00 5.6993e-26 1.8418e+03 S
1.4761e-06 2.3541e-12 8.7268e-10 7.4159e-27 1.1809e+03 F
6.5792e-10 4.1694e-14 0.0000e+00 5.2918e-26 1.9122e+03 S
1.9257e+00 9.0381e-09 2.2063e-05 1.4047e-26 1.0300e+03 F
1.1442e+00 2.3035e-09 9.5902e-07 1.4382e-26 2.2028e+02 F
1.5639e-12 2.0583e-12 7.9988e-11 9.4641e-33 1.9100e+02 F
